date,return
2025-06-17,-0.00679566
2025-06-18,0.00066611
2025-06-20,-0.00281038
2025-06-23,0.00466885
2025-06-24,0.01303821
2025-06-25,-0.00341618
2025-06-26,0.01048394
2025-06-27,0.00031423
2025-06-30,0.00488114
2025-07-01,-0.00418094
2025-07-02,0.00685481
2025-07-03,0.00625092
2025-07-07,-0.00545574
2025-07-08,0.00186585
2025-07-09,0.00258199
2025-07-10,0.00636925
2025-07-11,0.000508
2025-07-14,0.00293058
2025-07-15,-0.00265915
2025-07-16,0.0039882
2025-07-17,0.00639897
2025-07-18,0.00100825
2025-07-21,-0.00460317
2025-07-22,0.00056411
2025-07-23,0.01088477
2025-07-24,0.00477769
2025-07-25,0.00256349
2025-07-28,-0.00044135
2025-07-29,-0.00144811
2025-07-30,-0.0007732
2025-07-31,-0.00854916
2025-08-01,-0.01460082
2025-08-04,0.01678327
2025-08-05,-0.00098711
2025-08-06,4.614e-05
2025-08-07,0.00065668
2025-08-08,0.00303466
2025-08-11,-0.00375728
2025-08-12,0.01180064
2025-08-13,0.00133909
2025-08-14,-0.00221647
2025-08-15,-0.00438308
2025-08-18,-0.00031429
2025-08-19,-0.01057383
2025-08-20,-0.00211744
2025-08-21,9.587e-05
2025-08-22,0.01920779
2025-08-25,-0.00376387
2025-08-26,0.00903203
2025-08-27,0.00027568
2025-08-28,0.00487361
2025-08-29,-0.00746713
2025-09-02,-0.00585073
2025-09-03,-0.00205374
2025-09-04,0.00473377
2025-09-05,-0.0014743
2025-09-08,0.00386349
2025-09-09,0.00371501
2025-09-10,0.00981724
2025-09-11,0.00666307
2025-09-12,-0.003337
2025-09-15,0.01241846
2025-09-16,-0.00435428
2025-09-17,-0.00101236
2025-09-18,0.01264451
2025-09-19,0.00757877
2025-09-22,0.00932455
2025-09-23,0.00087012
2025-09-24,-0.00325203
2025-09-25,-0.00121858
2025-09-26,0.00571634
2025-09-29,6.015e-05
2025-09-30,0.00282048
2025-10-01,0.00933575
2025-10-02,0.00570111
2025-10-03,0.00129546
2025-10-06,0.0106979
2025-10-07,-0.00375024
2025-10-08,0.00770034
2025-10-09,-0.0039219
2025-10-10,-0.02601838
2025-10-13,0.02385038
2025-10-14,0.00278636
2025-10-15,0.0088811
2025-10-16,-0.00906272
2025-10-17,-0.00313223
2025-10-20,0.008239
2025-10-21,-0.00779983
2025-10-22,-0.00736564
2025-10-23,0.01090105
2025-10-24,0.01018481
2025-10-27,0.00729034
2025-10-28,0.0047645
2025-10-29,0.00771678
2025-10-30,-0.0061168
2025-10-31,-0.00154807
2025-11-03,-0.00395348
2025-11-04,-0.01962098
2025-11-05,0.00489266
2025-11-06,-0.0130843
2025-11-07,0.00448428
2025-11-10,0.01492549
2025-11-11,-0.00351905
2025-11-12,0.00178088
2025-11-13,-0.01964684
2025-11-14,0.00180022
2025-11-17,-0.01102119
2025-11-18,-0.00529079
2025-11-19,0.0049557
2025-11-20,-0.0241888
2025-11-21,0.00462629
2025-11-24,0.01698072
2025-11-25,0.00508207
2025-11-26,0.01096784
2025-11-28,0.00871066
2025-12-01,-0.00738735
2025-12-02,0.00527517
2025-12-03,0.0100864
2025-12-04,0.00625114
2025-12-05,-0.00400675
2025-12-08,-0.00278819
2025-12-09,6.077e-05
2025-12-10,0.00763064
2025-12-11,0.00504468
2025-12-12,-0.02237517
2025-12-15,-0.00423539
2025-12-16,-0.00769617
2025-12-17,-0.01396393
2025-12-18,0.01002073
2025-12-19,0.01317465
2025-12-22,0.0084811
2025-12-23,0.00433452
2025-12-24,0.00214645
2025-12-26,-0.00201505
2025-12-29,-0.00129292
2025-12-30,-0.00220037
2025-12-31,-0.00605904
2026-01-02,0.02314678
2026-01-05,0.01325961
2026-01-06,0.0058198
2026-01-07,-0.00726137
2026-01-08,0.00035446
2026-01-09,0.01158966
2026-01-12,0.00406055
2026-01-13,0.00097886
2026-01-14,0.00528151
2026-01-15,0.0052801
2026-01-16,0.00497199
2026-01-20,-0.01556015
2026-01-21,0.01906787
2026-01-22,0.00256276
2026-01-23,-0.00184897
2026-01-26,-0.00163057
2026-01-27,0.01423785
2026-01-28,0.01162041
2026-01-29,-0.00392629
2026-01-30,-0.01468762
2026-02-02,-0.00268563
2026-02-03,0.00644196
2026-02-04,-0.01422554
2026-02-05,-0.01355578
2026-02-06,0.03143258
2026-02-09,0.01143893
2026-02-10,-0.00348242
2026-02-11,0.01091772
2026-02-12,-0.01525505
2026-02-13,0.00703507
2026-02-17,-0.00077061
2026-02-18,0.00805415
2026-02-19,0.00340812
2026-02-20,0.00403383
2026-02-23,-0.00559357
2026-02-24,0.01126025
2026-02-25,0.00470026
2026-02-26,-0.00752824
2026-02-27,-0.00061606
2026-03-02,0.00874839
2026-03-03,-0.0230546
2026-03-04,0.00818435
2026-03-05,-0.0125514
2026-03-06,-0.01542524
2026-03-09,0.01393613
2026-03-10,-0.00036627
2026-03-11,0.00224847
2026-03-12,-0.01164457
2026-03-13,-0.00506568
2026-03-16,0.00969908
2026-03-17,0.00484447
2026-03-18,-0.0114371
2026-03-19,-0.00100007
2026-03-20,-0.02154052
2026-03-23,0.01443513
2026-03-24,0.00532809
2026-03-25,0.00847271
2026-03-26,-0.0195419
2026-03-27,-0.00712228
2026-03-30,-0.01293625
2026-03-31,0.02772863
2026-04-01,0.00499417
2026-04-02,0.00072522
2026-04-06,0.00354492
2026-04-07,0.00119786
2026-04-08,0.02446093
2026-04-09,0.00316562
2026-04-10,-3.957e-05
2026-04-13,0.00843805
2026-04-14,0.00667632
2026-04-15,0.00287231
2026-04-16,0.00439387
2026-04-17,0.00586464
2026-04-20,-0.00087556
2026-04-21,-0.00941753
2026-04-22,0.0175718
2026-04-23,0.00444716
2026-04-24,0.00700304
2026-04-27,0.00288339
2026-04-28,-0.01079026
2026-04-29,0.00066176
2026-04-30,0.02189937
2026-05-01,-0.0033908
2026-05-04,-0.00267472
2026-05-05,0.00762903
2026-05-06,0.01615115
2026-05-07,-0.01480252
2026-05-08,0.00605672
2026-05-11,0.01525169
2026-05-12,-0.00927917
2026-05-13,-5.783e-05
2026-05-14,0.00477965
2026-05-15,-0.016521
2026-05-18,-0.00345549
2026-05-19,-0.00309518
2026-05-20,0.01094246
2026-05-21,0.00404817
2026-05-22,0.00829096
2026-05-26,0.01162956
2026-05-27,-0.00678416
2026-05-28,0.00317331
2026-05-29,-0.00102707
2026-06-01,0.00172307
2026-06-02,0.01878172
2026-06-03,-0.00524302
2026-06-04,0.00054772
2026-06-05,-0.03726884
2026-06-08,0.01033065
2026-06-09,-0.00710854
2026-06-10,-0.01751914
2026-06-11,0.02509516
2026-06-12,0.01021684
