ret,vol,sharpe,feasible
0.182915,0.196864,0.745364,True
0.164889,0.163173,0.788789,False
0.156591,0.1655,0.72756,False
0.181377,0.187949,0.772537,False
0.191214,0.182728,0.848441,False
0.170777,0.165142,0.81504,False
0.160542,0.159038,0.781965,False
0.174868,0.172768,0.802743,False
0.166574,0.165301,0.788829,False
0.153334,0.169924,0.689451,False
0.153685,0.156729,0.749736,True
0.17372,0.190915,0.720425,False
0.184104,0.177899,0.831507,False
0.164576,0.169313,0.758333,True
0.181238,0.172469,0.841068,False
0.151195,0.165937,0.693126,False
0.143348,0.158151,0.677632,True
0.163291,0.172577,0.736547,False
0.185932,0.17424,0.859456,False
0.204437,0.201409,0.835399,False
0.182919,0.189006,0.77637,False
0.155315,0.161272,0.738722,False
0.171694,0.176314,0.768594,False
0.189981,0.167395,0.918791,False
0.192717,0.184225,0.849705,False
0.155321,0.187555,0.63523,False
0.166803,0.173342,0.753558,False
0.156878,0.178483,0.676243,False
0.14555,0.170113,0.642928,False
0.158101,0.171074,0.712684,False
0.183604,0.186294,0.791355,False
0.162743,0.167856,0.753996,True
0.144927,0.15219,0.714547,False
0.179493,0.164998,0.868578,False
0.18212,0.18109,0.805899,True
0.183382,0.174678,0.842702,False
0.157198,0.167856,0.720964,False
0.179459,0.185275,0.77333,False
0.155888,0.161354,0.741898,False
0.162923,0.160866,0.78788,False
0.164358,0.167932,0.763273,False
0.175578,0.17503,0.79642,False
0.183207,0.186526,0.788237,False
0.164308,0.168527,0.76028,False
0.187903,0.180976,0.838362,False
0.161038,0.182992,0.682314,False
0.196833,0.193464,0.830401,False
0.172643,0.16826,0.811028,False
0.166407,0.174959,0.744328,False
0.175106,0.191489,0.7255,False
0.179613,0.187231,0.766074,False
0.187863,0.175141,0.866062,False
0.176378,0.170958,0.820073,False
0.131036,0.160993,0.589192,False
0.195037,0.191958,0.827562,True
0.163971,0.173112,0.738199,True
0.167046,0.160097,0.817413,False
0.174931,0.194992,0.711575,False
0.172671,0.167895,0.812951,False
0.141418,0.152281,0.691079,False
0.165979,0.168504,0.7703,False
0.180494,0.17004,0.848704,False
0.177481,0.177612,0.795562,False
0.185008,0.196601,0.757004,False
0.144916,0.152207,0.714396,True
0.166433,0.169699,0.767555,False
0.147411,0.15382,0.723127,False
0.150256,0.160184,0.712152,False
0.183088,0.181891,0.80767,True
0.158308,0.173739,0.70294,False
0.169043,0.170898,0.77744,True
0.179575,0.16977,0.844644,False
0.174269,0.180576,0.764714,True
0.151437,0.159461,0.722791,True
0.191008,0.185035,0.836749,False
0.159641,0.175397,0.703896,True
0.175219,0.185231,0.750628,True
0.154897,0.155685,0.762549,False
0.156044,0.16134,0.742927,False
0.188842,0.183101,0.833756,False
0.150575,0.168919,0.677219,False
0.156311,0.157283,0.763789,False
0.18615,0.177808,0.843438,False
0.168869,0.160797,0.825194,True
0.159016,0.174344,0.704561,True
0.166298,0.179829,0.723564,True
0.208497,0.196243,0.878081,False
0.145322,0.160187,0.681344,False
0.168335,0.16989,0.777882,False
0.164827,0.159443,0.806851,False
0.162754,0.170823,0.740963,True
0.160004,0.165829,0.746698,False
0.159802,0.173846,0.711098,True
0.184323,0.17471,0.847938,True
0.20893,0.188461,0.916635,False
0.206994,0.19616,0.870791,False
0.187993,0.176753,0.8589,False
0.18714,0.180213,0.837674,False
0.174909,0.164982,0.840871,False
0.186909,0.190054,0.793083,False
0.183856,0.172978,0.853725,False
0.162927,0.170268,0.744393,False
0.164055,0.162461,0.787113,False
0.180255,0.173134,0.832158,False
0.15646,0.171122,0.702889,True
0.200943,0.190291,0.865847,False
0.207209,0.193146,0.885493,False
0.156665,0.162595,0.741012,False
0.169768,0.177027,0.754621,False
0.189152,0.172525,0.886667,False
0.182472,0.170534,0.857845,False
0.139973,0.162558,0.638499,False
0.158047,0.166403,0.732361,False
0.141457,0.150371,0.700112,True
0.171179,0.177513,0.760503,False
0.140071,0.147488,0.704405,False
0.20136,0.178153,0.927176,False
0.199928,0.170938,0.95794,False
0.198474,0.196776,0.824767,False
0.176081,0.179816,0.778025,False
0.164469,0.167452,0.766128,True
0.152634,0.165017,0.705707,True
0.151403,0.156276,0.737307,True
0.190439,0.198357,0.777682,True
0.195338,0.184815,0.861175,False
0.152975,0.167366,0.697844,True
0.154885,0.167521,0.708599,True
0.165799,0.164982,0.785654,False
0.187072,0.189594,0.795866,False
0.175988,0.176573,0.791791,False
0.170028,0.17946,0.745835,True
0.174622,0.161442,0.857534,False
0.149166,0.168097,0.67215,False
0.168866,0.178288,0.744224,False
0.196333,0.198341,0.807464,False
0.185889,0.175748,0.851836,False
0.173973,0.164825,0.835997,False
0.205524,0.189217,0.894973,False
0.158301,0.169452,0.72068,False
0.192087,0.175711,0.887295,False
0.16275,0.164768,0.768169,False
0.179527,0.173303,0.827144,False
0.198528,0.195079,0.832218,False
0.184517,0.189667,0.782096,True
0.169061,0.183417,0.724475,False
0.210139,0.185573,0.937418,False
0.171273,0.180349,0.749064,False
0.155248,0.172262,0.691207,False
0.209282,0.188432,0.918642,False
0.155625,0.167266,0.714101,True
0.17397,0.177722,0.775312,False
0.150032,0.16499,0.690057,True
0.171789,0.177417,0.764354,True
0.160431,0.171646,0.723879,False
0.158801,0.167879,0.730415,False
0.191653,0.18673,0.832605,False
0.159933,0.178599,0.692911,False
0.188933,0.179853,0.849322,False
0.147712,0.166443,0.67009,False
0.177537,0.178285,0.792874,False
0.150223,0.157062,0.7261,False
0.168259,0.167379,0.789104,False
0.177255,0.177283,0.795761,False
0.18137,0.18113,0.80158,False
0.159808,0.166948,0.74052,False
0.182782,0.203127,0.721725,False
0.146429,0.152955,0.720795,False
0.164089,0.170657,0.749506,False
0.16099,0.156591,0.797045,False
0.207674,0.185372,0.925134,False
0.176907,0.179344,0.784676,False
0.162164,0.173119,0.727735,True
0.167163,0.170133,0.769885,False
0.172349,0.177324,0.767908,False
0.175801,0.175082,0.797461,False
0.172065,0.171153,0.79394,False
0.163049,0.159499,0.795423,False
0.187563,0.178428,0.848428,False
0.163149,0.165386,0.767709,False
0.156896,0.164735,0.732788,True
0.144258,0.157548,0.686001,True
0.162671,0.157811,0.801536,False
0.157212,0.174556,0.693371,False
0.161601,0.162707,0.770841,True
0.173811,0.17197,0.800319,False
0.184237,0.175752,0.842424,False
0.172902,0.174978,0.781365,False
0.177251,0.175053,0.80588,False
0.148635,0.16187,0.694728,False
0.159124,0.17773,0.691744,True
0.161596,0.168543,0.744121,True
0.173809,0.160606,0.856941,False
0.198201,0.196292,0.825409,False
0.171162,0.166758,0.809446,False
0.156866,0.164184,0.735069,False
0.162959,0.169752,0.746846,False
0.161359,0.170085,0.735981,True
0.181948,0.187197,0.778689,True
0.140176,0.146669,0.709048,True
0.195436,0.177218,0.898646,False
0.162053,0.165838,0.759011,False
0.160199,0.16379,0.757185,False
0.183942,0.191468,0.771733,False
0.129225,0.152739,0.609179,True
0.185349,0.175758,0.84872,False
0.196933,0.180254,0.891814,False
0.159645,0.16768,0.736314,True
0.166372,0.17101,0.761311,False
0.166392,0.171968,0.757184,False
0.145517,0.159419,0.685849,True
0.170863,0.17809,0.756262,False
0.173139,0.174754,0.783726,False
0.166605,0.167702,0.777723,False
0.157431,0.159725,0.759127,True
0.149387,0.16228,0.6976,True
0.177766,0.186003,0.7612,False
0.150757,0.158947,0.72085,False
0.173625,0.17422,0.788914,False
0.174445,0.176666,0.782634,True
0.171616,0.171139,0.791377,False
0.161642,0.180846,0.693748,False
0.163878,0.162858,0.784105,False
0.18261,0.19371,0.755925,False
0.166404,0.168753,0.771683,False
0.166263,0.183644,0.70834,False
0.146664,0.164803,0.670404,True
0.188991,0.177395,0.861416,False
0.154733,0.169955,0.697558,False
0.157109,0.170817,0.707945,False
0.178823,0.18886,0.755286,False
0.138869,0.165512,0.620431,False
0.147581,0.163342,0.68201,False
0.186785,0.174255,0.864283,False
0.175396,0.170564,0.816212,False
0.147706,0.163412,0.682485,True
0.201748,0.190082,0.871036,False
0.201502,0.18535,0.891948,False
0.173312,0.174884,0.78413,False
0.152717,0.165603,0.703716,True
0.154151,0.163924,0.719672,False
0.180254,0.171929,0.837984,False
0.17294,0.164086,0.833464,False
0.159342,0.158879,0.775194,False
0.15508,0.177993,0.668005,False
0.168736,0.170139,0.779108,False
0.166558,0.176797,0.737444,False
0.176832,0.179372,0.784138,False
0.135623,0.147805,0.672801,True
0.196277,0.18106,0.884223,False
0.155661,0.171372,0.697205,True
0.160137,0.173291,0.715313,True
0.180859,0.169634,0.852891,False
0.170509,0.160805,0.835353,False
0.198087,0.183479,0.882425,False
0.178635,0.180358,0.789845,False
0.163156,0.170602,0.744281,True
0.176029,0.182708,0.765422,True
0.196296,0.193159,0.828933,False
0.18395,0.197475,0.748298,False
0.176381,0.172847,0.811125,False
0.152294,0.163969,0.708147,False
0.188959,0.178241,0.857147,False
0.182414,0.17359,0.842409,False
0.157212,0.163801,0.738897,False
0.185051,0.166996,0.89146,True
0.172059,0.169698,0.800711,False
0.160975,0.182659,0.683216,False
0.1846,0.175697,0.84475,False
0.170893,0.181279,0.743126,False
0.178316,0.190814,0.744896,False
0.164694,0.168368,0.763294,True
0.173801,0.173461,0.793383,True
0.168861,0.179239,0.740243,False
0.19567,0.195207,0.817032,False
0.146171,0.164228,0.669743,False
0.176103,0.178751,0.782786,False
0.195218,0.176158,0.902818,False
0.169676,0.161449,0.826862,False
0.17391,0.176385,0.780853,False
0.178897,0.177919,0.802146,False
0.182838,0.182995,0.801433,False
0.180792,0.200005,0.723039,False
0.156507,0.170044,0.707624,False
0.168919,0.167521,0.792374,True
0.181888,0.174248,0.836209,False
0.169136,0.18502,0.718601,False
0.192693,0.19426,0.805686,False
0.160927,0.157077,0.794176,False
0.187261,0.187511,0.805715,False
0.161538,0.171008,0.733053,False
0.205975,0.181723,0.934363,False
0.149567,0.157756,0.718752,True
0.167906,0.163848,0.803954,False
0.178472,0.184335,0.771922,False
0.189634,0.188082,0.815886,False
0.191693,0.182668,0.851341,False
0.156123,0.16613,0.721982,False
0.156319,0.170162,0.706027,False
0.170051,0.183539,0.729384,False
0.152344,0.177851,0.653152,True
0.190241,0.1839,0.837745,True
0.169808,0.176691,0.75628,False
0.175004,0.181399,0.765299,True
0.174251,0.178144,0.775056,False
0.168772,0.167308,0.7925,False
0.15738,0.164506,0.736753,False
0.18285,0.188359,0.778672,False
0.173335,0.167785,0.817443,False
0.153655,0.167171,0.702721,False
0.195009,0.198475,0.800246,False
0.158363,0.168751,0.724044,False
0.155582,0.150792,0.791835,False
0.194675,0.20244,0.782925,False
0.155227,0.167319,0.711498,False
0.170469,0.188355,0.712954,False
0.161467,0.172633,0.725741,False
0.161362,0.174182,0.718685,False
0.162418,0.17325,0.728645,False
0.153278,0.171585,0.682447,True
0.170427,0.16972,0.79099,False
0.167811,0.183034,0.719163,False
0.172437,0.181141,0.752215,True
0.189951,0.175341,0.87698,False
0.192997,0.188091,0.833731,False
0.160018,0.169192,0.731939,False
0.1687,0.174747,0.75835,False
0.188896,0.184588,0.827339,False
0.172358,0.181092,0.751981,False
0.16673,0.161948,0.806124,True
0.183566,0.186432,0.790561,False
0.175563,0.173006,0.805657,False
0.154362,0.164166,0.719892,False
0.15683,0.163293,0.738857,False
0.17969,0.189369,0.757833,False
0.186079,0.181184,0.827327,False
0.146419,0.171923,0.641212,True
0.188632,0.179592,0.848882,False
0.165124,0.164891,0.781994,False
0.143438,0.15184,0.706386,False
0.178394,0.172624,0.823838,False
0.177505,0.170987,0.826524,False
0.172313,0.168923,0.805886,False
0.179692,0.171429,0.837148,False
0.179976,0.17451,0.823994,False
0.160923,0.161269,0.773512,False
0.181305,0.190324,0.762515,False
0.179489,0.174946,0.819162,False
0.14417,0.156494,0.690055,True
0.150896,0.156564,0.732709,False
0.125964,0.153619,0.58446,False
0.167088,0.179878,0.727761,True
0.155892,0.168045,0.71238,False
0.176952,0.172321,0.816916,False
0.146383,0.171828,0.641357,True
0.17795,0.181752,0.780019,False
0.144053,0.158918,0.678799,True
0.184621,0.193302,0.767923,False
0.147843,0.167837,0.665304,True
0.17478,0.168209,0.823976,False
0.148995,0.158222,0.713015,True
0.176661,0.171669,0.818324,False
0.166251,0.164588,0.790279,False
0.16328,0.174199,0.729628,False
0.209322,0.194278,0.89121,False
0.151198,0.165796,0.693735,False
0.183145,0.184747,0.795493,True
0.163702,0.171398,0.74401,False
0.186712,0.17661,0.852338,False
0.17474,0.191031,0.725328,True
0.172086,0.180461,0.753106,False
0.170849,0.166948,0.806652,True
0.151438,0.160362,0.718739,False
0.160916,0.161703,0.77139,False
0.175824,0.176607,0.790704,True
0.158181,0.166257,0.733813,True
0.161593,0.177369,0.70707,False
0.146205,0.170854,0.64397,True
0.167553,0.167355,0.784996,False
0.160508,0.168479,0.737944,False
0.187628,0.179771,0.842451,False
0.175094,0.170594,0.8143,False
0.158081,0.178477,0.683006,False
0.193727,0.194472,0.810125,False
0.182232,0.181808,0.803331,False
0.159592,0.165494,0.745716,True
0.197402,0.180812,0.891654,False
0.16966,0.172781,0.772538,False
0.165414,0.193204,0.668897,True
0.178293,0.174284,0.815411,True
0.190649,0.177344,0.871012,False
0.139035,0.152929,0.672566,False
0.147771,0.155494,0.717655,False
0.168682,0.171489,0.772658,False
0.156545,0.169183,0.711447,False
0.198544,0.17779,0.913235,True
0.190903,0.186536,0.829453,False
0.1861,0.17289,0.867138,False
0.193043,0.182015,0.86181,False
0.151088,0.168823,0.680644,False
0.167278,0.164688,0.796039,False
0.189214,0.182969,0.836392,False
0.183975,0.176894,0.835501,False
0.155351,0.171327,0.695576,False
0.205648,0.201808,0.83975,False
0.210407,0.194343,0.896495,False
0.166077,0.179962,0.721802,False
0.148118,0.161119,0.694754,False
0.165951,0.162308,0.799533,True
0.139381,0.164814,0.626168,False
0.139166,0.162456,0.633934,False
0.165001,0.178535,0.721542,False
0.183352,0.188913,0.779047,False
0.155295,0.167537,0.710975,False
0.134429,0.160434,0.612391,False
0.167986,0.173796,0.758394,True
0.168729,0.168115,0.788441,False
0.19251,0.184617,0.846781,False
0.177696,0.177723,0.796274,False
0.178879,0.176626,0.807913,False
0.191282,0.181225,0.855857,False
0.172174,0.166923,0.814716,False
0.142147,0.159784,0.663193,True
0.14127,0.15449,0.680241,True
0.188176,0.172418,0.881552,False
0.194068,0.189297,0.834078,False
0.144755,0.162977,0.666197,False
0.149756,0.155106,0.732247,True
0.205279,0.197239,0.857327,False
0.183317,0.18243,0.806536,False
0.185505,0.181644,0.822075,True
0.177749,0.17528,0.807673,False
0.14805,0.170928,0.654484,False
0.160296,0.174081,0.712979,True
0.187449,0.182627,0.828294,True
0.193363,0.185505,0.847323,False
0.189095,0.18127,0.843579,False
0.179537,0.178297,0.804033,False
0.132812,0.14465,0.668041,True
0.182419,0.192974,0.757816,False
0.156702,0.172796,0.697479,True
0.166387,0.177474,0.733665,False
0.153142,0.171512,0.681947,False
0.174805,0.180585,0.767648,False
0.179184,0.185761,0.769828,False
0.177887,0.17625,0.804013,False
0.178315,0.181931,0.781259,False
0.138437,0.160326,0.637807,False
0.153441,0.166751,0.703212,False
0.170684,0.173867,0.7736,False
0.166656,0.17075,0.764137,True
0.161941,0.167195,0.752181,False
0.160844,0.174049,0.716261,False
0.140449,0.159775,0.652601,True
0.150159,0.169874,0.670966,True
0.179474,0.18676,0.76726,False
0.190578,0.177589,0.869414,False
0.168836,0.173138,0.766185,False
0.162151,0.172028,0.732271,True
0.18651,0.17044,0.882011,False
0.156821,0.157668,0.765157,False
0.193047,0.184318,0.851067,False
0.138611,0.161544,0.634072,True
0.186137,0.178123,0.841874,False
0.168819,0.173332,0.765229,True
0.146122,0.16299,0.67453,False
0.186928,0.179367,0.840445,False
0.200617,0.200581,0.819806,False
0.171676,0.168345,0.804871,False
0.186465,0.176299,0.852441,False
0.167565,0.165087,0.795853,False
0.181529,0.18055,0.805034,False
0.152264,0.161718,0.71782,False
0.190025,0.177619,0.86615,False
0.167674,0.185349,0.709436,False
0.20643,0.185284,0.918859,False
0.181523,0.183034,0.794076,False
0.149892,0.167095,0.68052,True
0.161029,0.168482,0.741021,True
0.19011,0.182535,0.843289,False
0.16961,0.172242,0.774667,True
0.18459,0.177711,0.83512,False
0.172303,0.17314,0.786199,False
0.164852,0.168462,0.763805,False
0.187368,0.178612,0.846461,False
0.173305,0.192331,0.712962,False
0.179298,0.182537,0.784045,False
0.184709,0.178956,0.829973,False
0.165535,0.185995,0.695475,False
0.13673,0.157375,0.638921,False
0.173042,0.171072,0.800026,False
0.163334,0.17909,0.710003,True
0.143939,0.163742,0.658099,True
0.17499,0.182344,0.761252,False
0.200111,0.190106,0.862316,False
0.171151,0.176676,0.763946,False
0.163185,0.165445,0.767657,True
0.162285,0.169263,0.745022,False
0.199544,0.186378,0.876522,False
0.181615,0.176118,0.825786,False
0.152086,0.170148,0.681206,True
0.205408,0.189611,0.892499,False
0.15628,0.167961,0.715049,True
0.187147,0.191211,0.789532,False
0.193294,0.186409,0.842847,False
0.163143,0.174637,0.727009,False
0.155744,0.175242,0.682278,False
0.175862,0.168874,0.827137,False
0.172841,0.163184,0.837466,False
0.161216,0.169614,0.737177,False
0.178582,0.172732,0.824409,False
0.19098,0.184749,0.83789,False
0.179953,0.191315,0.751496,False
0.179617,0.170357,0.841978,False
0.200939,0.206612,0.797433,False
0.140659,0.153939,0.678705,True
0.178047,0.173454,0.817892,True
0.162332,0.167716,0.752177,False
0.154048,0.160879,0.732651,False
0.156105,0.16643,0.720573,False
0.164133,0.161753,0.791035,False
0.163723,0.190775,0.668552,False
0.159035,0.172647,0.711597,False
0.174903,0.185735,0.746887,False
0.145883,0.165153,0.664254,True
0.151744,0.170819,0.676529,False
0.156382,0.175758,0.683906,True
0.176013,0.157838,0.88593,False
0.158307,0.161162,0.757789,False
0.197894,0.196811,0.821672,False
0.186535,0.175034,0.859006,False
0.164817,0.176215,0.729997,True
0.171729,0.172561,0.78551,False
0.151503,0.162332,0.710417,False
0.165326,0.176598,0.731297,False
0.151221,0.157669,0.729637,False
0.222771,0.20052,0.930538,False
0.1483,0.158702,0.706479,False
0.155501,0.169789,0.70276,False
0.151995,0.155431,0.745123,False
0.181825,0.173921,0.837417,False
0.146622,0.154846,0.713238,True
0.140723,0.165782,0.630608,True
0.14091,0.16622,0.630066,True
0.129705,0.163093,0.573445,False
0.166319,0.169909,0.765935,False
0.176254,0.179188,0.781716,False
0.147566,0.162286,0.686355,False
0.182802,0.186973,0.784188,False
0.167134,0.174105,0.752159,True
0.173798,0.165589,0.831078,False
0.167677,0.165143,0.796264,False
0.154383,0.168352,0.702117,True
0.172123,0.173041,0.785616,False
0.178506,0.161519,0.881168,False
0.204937,0.195813,0.861829,False
0.185219,0.186806,0.797831,False
0.156554,0.163304,0.737115,True
0.155253,0.166864,0.713594,False
0.160604,0.161474,0.77055,False
0.185763,0.184578,0.810409,True
0.170719,0.169643,0.793072,False
0.197675,0.178238,0.906068,False
0.143362,0.163387,0.655997,True
0.19488,0.189097,0.839252,False
0.159173,0.172295,0.713854,True
0.174169,0.177504,0.777385,False
0.192606,0.190054,0.823064,False
0.164321,0.17114,0.748747,False
0.152767,0.160351,0.727074,True
0.180424,0.183442,0.78632,True
0.171976,0.181375,0.748703,True
0.165812,0.183684,0.705734,False
0.176976,0.180968,0.778018,False
0.155856,0.154016,0.777041,False
0.184017,0.188599,0.783869,False
0.162977,0.169484,0.748133,False
0.17017,0.179557,0.746229,False
0.172306,0.19089,0.713114,False
0.156207,0.166024,0.722946,True
0.179044,0.186095,0.767695,False
0.148792,0.16218,0.694364,False
0.155833,0.174532,0.685563,False
0.197913,0.182518,0.886122,False
0.192332,0.175417,0.890172,False
0.180625,0.180596,0.799823,False
0.183152,0.183417,0.8013,True
0.148995,0.170945,0.659951,False
0.183961,0.181918,0.812348,False
0.154146,0.16266,0.725234,False
0.180875,0.178961,0.808526,False
0.146433,0.15463,0.713011,False
0.14948,0.164989,0.686711,True
0.185906,0.182347,0.821107,False
0.174088,0.188452,0.731791,False
0.151436,0.15764,0.731135,False
0.158827,0.166449,0.736846,False
0.16963,0.167846,0.795071,False
0.172977,0.173806,0.787066,False
0.183822,0.197249,0.748507,False
0.136881,0.153442,0.656282,True
0.180725,0.169033,0.855127,False
0.16267,0.163903,0.771737,False
0.174187,0.172393,0.800537,False
0.182853,0.180105,0.814372,False
0.164412,0.174792,0.733627,False
0.20018,0.193154,0.849062,False
0.158883,0.186295,0.658647,True
0.166928,0.165569,0.789691,True
0.179105,0.17902,0.798372,False
0.15038,0.164764,0.693109,True
0.172306,0.16832,0.808731,False
0.167907,0.188858,0.697492,False
0.164371,0.161184,0.795312,False
0.175149,0.198036,0.701732,False
0.185701,0.17122,0.873271,False
0.162147,0.174241,0.722948,False
0.175923,0.167747,0.833056,False
0.170856,0.172174,0.782208,False
0.162766,0.167155,0.7573,False
0.181115,0.18758,0.772655,False
0.158543,0.170409,0.718057,False
0.191119,0.19057,0.813028,False
0.184637,0.191264,0.776188,True
0.165952,0.163274,0.794809,False
0.156524,0.161849,0.743555,True
0.165465,0.161344,0.801299,False
0.169333,0.1822,0.730806,False
0.170552,0.16351,0.821794,False
0.145632,0.167865,0.652025,False
0.172856,0.178556,0.765451,False
0.170416,0.174505,0.769238,False
0.175667,0.179904,0.775339,False
0.170331,0.17043,0.78713,False
0.185003,0.184978,0.804548,True
0.152502,0.149962,0.775676,False
0.158327,0.182787,0.668248,True
0.14025,0.155253,0.67033,True
0.159259,0.160441,0.767126,False
0.167858,0.167102,0.78801,False
0.17474,0.1724,0.803711,False
0.174756,0.173143,0.800355,True
0.177867,0.188107,0.753225,False
0.185912,0.186998,0.800713,False
0.156711,0.158196,0.76191,False
0.160069,0.174694,0.709176,False
0.140173,0.171638,0.605888,True
0.176165,0.170998,0.818637,False
0.173565,0.176344,0.779075,False
0.167166,0.167515,0.781936,True
0.17486,0.169036,0.820421,False
0.187014,0.188035,0.802161,False
0.163216,0.168798,0.752595,False
0.151197,0.164822,0.697824,False
0.164506,0.168595,0.761148,False
0.15515,0.17498,0.679904,False
0.160018,0.173764,0.712682,False
0.163517,0.168487,0.755768,True
0.18177,0.181397,0.802606,False
0.178457,0.174938,0.813301,False
0.167829,0.16647,0.790826,False
0.17604,0.186799,0.748719,False
0.16433,0.181434,0.706319,True
0.187932,0.183881,0.825271,False
0.168619,0.164526,0.804973,False
0.193886,0.18243,0.864474,False
0.157418,0.162932,0.744102,False
0.160072,0.167383,0.740172,False
0.198014,0.178553,0.906365,False
0.154298,0.160963,0.733822,False
0.140475,0.159811,0.652615,True
0.160405,0.179665,0.691427,False
0.186335,0.184434,0.814141,True
0.149471,0.15901,0.712478,False
0.147068,0.158758,0.698468,False
0.164908,0.165589,0.7774,False
0.162956,0.162779,0.778823,False
0.166532,0.163294,0.798263,False
0.186995,0.181452,0.831157,False
0.157527,0.165237,0.734383,False
0.165985,0.160198,0.810278,False
0.197731,0.184888,0.873779,False
0.194398,0.187584,0.843454,False
0.154592,0.170715,0.693624,False
0.146906,0.150176,0.737305,True
0.195518,0.181647,0.877186,False
0.177756,0.172906,0.818804,False
0.174979,0.184319,0.753034,False
0.192179,0.178532,0.873785,False
0.185025,0.177462,0.838742,False
0.178313,0.1762,0.806658,False
0.191128,0.18254,0.848848,False
0.167845,0.172071,0.765176,True
0.189138,0.181452,0.842968,False
0.191902,0.192367,0.809505,False
0.179206,0.177287,0.806747,False
0.195464,0.173104,0.920164,False
0.173443,0.170463,0.805233,False
0.164442,0.185185,0.692615,False
0.162656,0.168736,0.749549,False
0.15674,0.173687,0.694126,True
0.179816,0.17181,0.836018,False
0.184102,0.181039,0.817073,False
0.202591,0.203423,0.818053,False
0.182462,0.177517,0.824049,False
0.166866,0.16172,0.808099,False
0.174409,0.185852,0.743758,False
0.189848,0.193593,0.793771,False
0.155654,0.163831,0.729251,False
0.157527,0.157156,0.772147,False
0.200076,0.192133,0.853031,False
0.166523,0.176084,0.740235,False
0.167139,0.168086,0.779118,False
0.182277,0.190968,0.76503,False
0.161502,0.175064,0.715862,False
0.166768,0.175104,0.745773,False
0.176225,0.186763,0.749853,False
0.181407,0.165862,0.875592,False
0.162175,0.156813,0.803471,False
0.169118,0.173277,0.767197,False
0.162802,0.172443,0.734286,False
0.163428,0.158696,0.801839,False
0.179198,0.17732,0.806552,True
0.144611,0.162831,0.665914,False
0.176105,0.176253,0.793885,False
0.164566,0.189006,0.679267,True
0.18269,0.181093,0.809031,False
0.183553,0.185382,0.794972,False
0.16842,0.162305,0.814759,False
0.183001,0.172643,0.850436,False
0.205749,0.206409,0.821522,False
0.169539,0.17177,0.776383,False
0.168661,0.166007,0.798041,False
0.177025,0.178534,0.788899,False
0.169359,0.179026,0.743905,False
0.190077,0.190686,0.807071,False
0.162672,0.173807,0.72777,True
0.161375,0.160286,0.781074,False
0.154658,0.161069,0.735575,False
0.151043,0.170339,0.674318,True
0.155504,0.169965,0.70205,True
0.166761,0.171427,0.761728,False
0.169088,0.168947,0.786683,True
0.190385,0.184137,0.837444,False
0.182536,0.187042,0.782476,True
0.165121,0.180159,0.715706,True
0.142927,0.168857,0.632171,True
0.180741,0.167548,0.862805,True
0.163358,0.162358,0.783317,True
0.16169,0.167967,0.74723,False
0.16272,0.168123,0.752664,True
0.200181,0.192686,0.851131,False
0.179553,0.183088,0.783087,False
0.190282,0.177672,0.867335,False
0.173743,0.176082,0.781244,False
0.143737,0.159487,0.674391,True
0.189179,0.196683,0.777899,False
0.161119,0.172683,0.723513,True
0.167601,0.161158,0.815478,False
0.165328,0.180224,0.716599,False
0.181023,0.191503,0.756346,False
0.203521,0.190935,0.876429,False
0.14149,0.154896,0.679875,True
0.160906,0.158976,0.784557,False
0.178556,0.163147,0.872684,False
0.166606,0.1697,0.768567,False
0.151689,0.163079,0.7083,True
0.163749,0.180362,0.707295,True
0.158731,0.161146,0.760496,False
0.163838,0.169693,0.75229,False
0.143433,0.163611,0.655537,False
0.192295,0.176065,0.886689,False
0.14649,0.162979,0.676833,True
0.165112,0.170093,0.758012,True
0.150546,0.180354,0.634121,False
0.190469,0.188904,0.81676,False
0.157596,0.170077,0.713886,False
0.1938,0.195635,0.805682,False
0.160799,0.173126,0.719818,True
0.183554,0.173857,0.847674,False
0.186424,0.178907,0.839788,False
0.167033,0.174093,0.751625,False
0.144576,0.171885,0.630632,True
0.161378,0.173162,0.72301,True
0.155572,0.166755,0.715972,False
0.183876,0.18889,0.781911,False
0.160245,0.163529,0.758673,False
0.144647,0.162936,0.665707,False
0.175739,0.1769,0.788913,False
0.15577,0.158942,0.75241,False
0.193183,0.190379,0.824685,False
0.182624,0.182973,0.80036,False
0.194512,0.185772,0.852295,True
0.210624,0.188569,0.925095,False
0.175431,0.181984,0.765185,False
0.187159,0.171602,0.879817,False
0.190302,0.188422,0.81796,False
0.178407,0.170257,0.835364,True
0.21508,0.199864,0.895108,False
0.180516,0.182223,0.792087,False
0.158525,0.175446,0.697336,False
0.17704,0.179067,0.786633,False
0.155913,0.166319,0.719898,False
0.163234,0.171003,0.742992,False
0.176417,0.187019,0.749855,False
0.156364,0.172044,0.698565,False
0.161728,0.165182,0.760059,False
0.172405,0.168073,0.810512,False
0.167852,0.180805,0.728255,False
0.159981,0.1653,0.748951,False
0.154683,0.169182,0.700444,False
0.159202,0.181725,0.676967,True
0.173456,0.167285,0.820611,False
0.158905,0.183534,0.668675,False
0.161154,0.171635,0.728136,False
0.169442,0.166001,0.802783,False
0.176224,0.180948,0.773943,False
0.155342,0.164615,0.723883,False
0.213453,0.189696,0.934512,False
0.163055,0.168436,0.753255,False
0.171742,0.159818,0.848229,False
0.161816,0.169543,0.741029,True
0.173039,0.171172,0.799539,True
