ret,vol,sharpe,feasible
0.169358,0.175368,0.759419,False
0.154051,0.16915,0.696839,False
0.138307,0.164444,0.621045,False
0.18582,0.177834,0.841457,False
0.172415,0.170353,0.799722,True
0.167173,0.173377,0.755541,False
0.171344,0.17032,0.793592,False
0.176292,0.17425,0.804088,False
0.154693,0.15627,0.758387,True
0.193796,0.200922,0.784464,False
0.148199,0.172986,0.647558,False
0.163145,0.176831,0.718003,False
0.175962,0.176926,0.79006,False
0.178859,0.176932,0.806408,False
0.154681,0.171246,0.69199,False
0.147934,0.158193,0.706442,True
0.172464,0.176113,0.773845,False
0.145293,0.166452,0.655521,True
0.180913,0.191852,0.754397,False
0.201106,0.194064,0.849851,False
0.191214,0.184905,0.838455,True
0.178527,0.175761,0.809891,False
0.17239,0.172522,0.789521,True
0.176261,0.180878,0.77445,False
0.166122,0.158319,0.820757,False
0.1796,0.173895,0.824753,False
0.167214,0.157975,0.829461,False
0.184161,0.171479,0.862968,False
0.193636,0.186277,0.845279,False
0.185554,0.177484,0.841618,False
0.157012,0.159404,0.758024,False
0.165671,0.156098,0.829553,False
0.140935,0.158739,0.659922,True
0.167024,0.158931,0.823275,False
0.15386,0.177454,0.663156,True
0.146241,0.170739,0.644619,True
0.15315,0.161278,0.725268,False
0.170011,0.166907,0.801832,False
0.16765,0.157413,0.83519,False
0.180144,0.175299,0.821252,False
0.172025,0.163985,0.828398,False
0.195732,0.197599,0.807453,False
0.157642,0.162304,0.748363,False
0.174522,0.181626,0.761685,False
0.164207,0.175521,0.729409,False
0.149935,0.171434,0.663549,False
0.183257,0.168211,0.874361,False
0.142874,0.162264,0.657532,False
0.184383,0.172091,0.861192,False
0.155674,0.174348,0.685377,True
0.179051,0.189088,0.755578,False
0.18105,0.172551,0.839577,False
0.184063,0.182684,0.809504,False
0.150901,0.175428,0.653949,True
0.164545,0.168106,0.763596,True
0.201233,0.182358,0.905107,False
0.143551,0.159428,0.673474,True
0.150198,0.158473,0.719478,False
0.167742,0.170738,0.770552,False
0.173488,0.181934,0.754716,False
0.191419,0.173658,0.893938,False
0.176225,0.178672,0.783812,False
0.158163,0.16445,0.741763,False
0.156458,0.162136,0.741836,False
0.139204,0.159983,0.643968,True
0.18428,0.18688,0.792486,False
0.160639,0.162606,0.765398,True
0.188304,0.195726,0.77723,False
0.15819,0.165774,0.736004,False
0.182939,0.173548,0.84564,False
0.196416,0.182112,0.879875,False
0.162174,0.178044,0.707656,False
0.173688,0.170257,0.807647,False
0.184709,0.185092,0.80246,False
0.13719,0.156257,0.646435,False
0.139843,0.163316,0.634743,True
0.137539,0.158753,0.63847,True
0.166559,0.174344,0.747825,False
0.181584,0.181123,0.802792,False
0.189238,0.187996,0.814153,False
0.187765,0.178025,0.851483,False
0.141499,0.155866,0.675699,False
